method,domain,url,started_at_iso,finished_at_iso,status,elapsed_sec,timeout,timeout_sec
HtmlDownloader,www.songkick.com,https://www.songkick.com/concerts/42583569-ugly-oakland-at-el-rio,2025-08-27T04:39:54.2822033Z,2025-08-27T04:40:00.4068216Z,ok,6.1252289,0,30
HtmlDownloader,www.stubhub.com,https://www.stubhub.com/the-garden-of-eden-west-hollywood-tickets-5-28-2025/event/157881593/,2025-08-27T04:40:00.4128068Z,2025-08-27T04:40:06.5230621Z,ok,6.1105269,0,30
HtmlDownloader,www.stubhub.com,https://www.stubhub.com/iggy-pop-london-tickets-5-28-2025/event/156074174/,2025-08-27T04:40:06.5290552Z,2025-08-27T04:40:12.6246372Z,ok,6.0959134,0,30
HtmlDownloader,www.stubhub.com,https://www.stubhub.com/peach-pit-milwaukee-tickets-5-28-2025/event/156250964/,2025-08-27T04:40:12.6306056Z,2025-08-27T04:40:18.7096945Z,ok,6.0785419,0,30
HtmlDownloader,www.stubhub.com,https://www.stubhub.com/styx-greenville-tickets-5-28-2025/event/156423954/,2025-08-27T04:40:18.7156419Z,2025-08-27T04:40:24.7882616Z,ok,6.0729767,0,30
HtmlDownloader,www.stubhub.com,https://www.stubhub.com/ryan-bingham-new-orleans-tickets-5-28-2025/event/157477050/,2025-08-27T04:40:24.7942250Z,2025-08-27T04:40:30.8709383Z,ok,6.077084,0,30
HtmlDownloader,www.stubhub.com,https://www.stubhub.com/weathers-cleveland-tickets-5-28-2025/event/157631096/,2025-08-27T04:40:30.8779039Z,2025-08-27T04:40:36.9401695Z,ok,6.0631112,0,30
HtmlDownloader,www.stubhub.com,https://www.stubhub.com/ryan-adams-hutchinson-tickets-5-28-2025/event/156279531/,2025-08-27T04:40:36.9481609Z,2025-08-27T04:40:43.0749502Z,ok,6.1268284,0,30
HtmlDownloader,www.stubhub.com,https://www.stubhub.com/the-menzingers-nashville-tickets-5-28-2025/event/156475065/,2025-08-27T04:40:43.0809501Z,2025-08-27T04:40:49.1602572Z,ok,6.0787546,0,30
HtmlDownloader,www.stubhub.com,https://www.stubhub.com/lord-huron-morrison-tickets-5-28-2025/event/155984063/,2025-08-27T04:40:49.1662841Z,2025-08-27T04:40:55.2464702Z,ok,6.079524,0,30
HtmlDownloader,www.stubhub.com,https://www.stubhub.com/dope-lemon-santa-fe-tickets-5-28-2025/event/157333371/,2025-08-27T04:40:55.2514707Z,2025-08-27T04:41:01.3670151Z,ok,6.1152985,0,30
HtmlDownloader,www.ticketmaster.com,https://www.ticketmaster.com/jesse-joy-el-despecho-tour-fresno-california-08-21-2025/event/1C0062A5A5661CB2,2025-08-27T04:41:01.3759861Z,2025-08-27T04:41:07.8272174Z,ok,6.4510398,0,30
HtmlDownloader,www.ticketmaster.com,https://www.ticketmaster.com/jesse-joy-el-despecho-tour-kansas-city-missouri-08-28-2025/event/06006297D1B0614A,2025-08-27T04:41:07.8332163Z,2025-08-27T04:41:14.9514019Z,error,7.1181516,0,30
HtmlDownloader,www.ticketmaster.com,https://www.ticketmaster.com/jesse-joy-el-despecho-tour-denver-colorado-08-29-2025/event/1E0062A5D95A2E34,2025-08-27T04:41:14.9693899Z,2025-08-27T04:41:22.1440427Z,ok,7.1748605,0,30
HtmlDownloader,www.ticketmaster.com,https://www.ticketmaster.com/jesse-joy-el-despecho-tour-rosemont-illinois-10-03-2025/event/04006285A5D51E69,2025-08-27T04:41:22.1510082Z,2025-08-27T04:41:29.6263019Z,ok,7.4749056,0,30
HtmlDownloader,www.ticketmaster.com,https://www.ticketmaster.com/jesse-joy-el-despecho-tour-minneapolis-minnesota-10-04-2025/event/060062ACC5614FA5,2025-08-27T04:41:29.6323008Z,2025-08-27T04:41:36.5986923Z,ok,6.965841,0,30
HtmlDownloader,www.ticketmaster.com,https://www.ticketmaster.com/jesse-joy-el-despecho-tour-charlotte-north-carolina-10-31-2025/event/2D0062A4A51B3FE1,2025-08-27T04:41:36.6106830Z,2025-08-27T04:41:43.8322318Z,ok,7.2213909,0,30
HtmlDownloader,www.ticketmaster.com,https://www.ticketmaster.com/jesse-joy-el-despecho-tour-miami-florida-11-01-2025/event/0D006296B942219C,2025-08-27T04:41:43.8462217Z,2025-08-27T04:41:50.9190735Z,ok,7.0733446,0,30
HtmlDownloader,www.ticketmaster.com,https://www.ticketmaster.com/jesse-joy-el-despecho-tour-seattle-washington-11-09-2025/event/0F0062A94DA54CE9,2025-08-27T04:41:50.9260741Z,2025-08-27T04:41:57.9877827Z,ok,7.0620794,0,30
HtmlDownloader,www.ticketmaster.com.mx,https://www.ticketmaster.com.mx/concierto-ensamble-50-no-culpes-a-monterrey-07-06-2025/event/1400624AF5DD279D,2025-08-27T04:41:57.9937498Z,2025-08-27T04:42:05.0528217Z,ok,7.0588988,0,30
HtmlDownloader,www.cheapoair.com,https://www.cheapoair.com/air/listing?&d1=PVGG&r1=PAR&dt1=09/01/2025&dtype1=G&rtype1=C&d2=PAR&r2=PVGG&dt2=10/31/2025&dtype2=C&rtype2=G&tripType=ROUNDTRIP&cl=ECONOMY&ad=1&se=0&ch=0&infs=0&infl=0,2025-08-27T04:42:05.0598504Z,2025-08-27T04:42:11.2731648Z,ok,6.2135598,0,30
HtmlDownloader,www.cheapoair.com,https://www.cheapoair.com/air/listing?&d1=KUL&r1=PAR&dt1=09/01/2025&dtype1=A&rtype1=C&d2=PAR&r2=KUL&dt2=10/31/2025&dtype2=C&rtype2=A&tripType=ROUNDTRIP&cl=ECONOMY&ad=1&se=0&ch=0&infs=0&infl=0,2025-08-27T04:42:11.2801656Z,2025-08-27T04:42:17.2976964Z,ok,6.0183557,0,30
HtmlDownloader,www.cheapoair.com,https://www.cheapoair.com/air/listing?&d1=KUL&r1=LAX&dt1=09/01/2025&dtype1=A&rtype1=A&d2=LAX&r2=KUL&dt2=10/31/2025&dtype2=A&rtype2=A&tripType=ROUNDTRIP&cl=ECONOMY&ad=1&se=0&ch=0&infs=0&infl=0,2025-08-27T04:42:17.3256735Z,2025-08-27T04:42:23.3458454Z,ok,6.0198901,0,30
HtmlDownloader,www.cheapoair.com,https://www.cheapoair.com/air/listing?&d1=SIN&r1=NYC&dt1=09/01/2025&dtype1=A&rtype1=C&d2=NYC&r2=SIN&dt2=10/31/2025&dtype2=C&rtype2=A&tripType=ROUNDTRIP&cl=ECONOMY&ad=1&se=0&ch=0&infs=0&infl=0,2025-08-27T04:42:23.3526988Z,2025-08-27T04:42:29.3713522Z,ok,6.0188177,0,30
HtmlDownloader,www.cheapoair.com,https://www.cheapoair.com/air/listing?&d1=SIN&r1=SFOG&dt1=09/01/2025&dtype1=A&rtype1=G&d2=SFOG&r2=SIN&dt2=10/31/2025&dtype2=G&rtype2=A&tripType=ROUNDTRIP&cl=ECONOMY&ad=1&se=0&ch=0&infs=0&infl=0,2025-08-27T04:42:29.3863519Z,2025-08-27T04:42:35.4163493Z,ok,6.0300299,0,30
HtmlDownloader,www.cheapoair.com,https://www.cheapoair.com/air/listing?&d1=HKG&r1=SFOG&dt1=09/01/2025&dtype1=A&rtype1=G&d2=SFOG&r2=HKG&dt2=10/31/2025&dtype2=G&rtype2=A&tripType=ROUNDTRIP&cl=ECONOMY&ad=1&se=0&ch=0&infs=0&infl=0,2025-08-27T04:42:35.4223494Z,2025-08-27T04:42:41.4526632Z,ok,6.0301923,0,30
HtmlDownloader,www.cheapoair.com,https://www.cheapoair.com/air/listing?&d1=HKG&r1=TYO&dt1=09/01/2025&dtype1=A&rtype1=C&d2=TYO&r2=HKG&dt2=10/31/2025&dtype2=C&rtype2=A&tripType=ROUNDTRIP&cl=ECONOMY&ad=1&se=0&ch=0&infs=0&infl=0,2025-08-27T04:42:41.4585231Z,2025-08-27T04:42:47.4806640Z,ok,6.0217687,0,30
HtmlDownloader,www.cheapoair.com,https://www.cheapoair.com/air/listing?&d1=TYO&r1=LON&dt1=09/01/2025&dtype1=C&rtype1=C&d2=LON&r2=TYO&dt2=10/31/2025&dtype2=C&rtype2=C&tripType=ROUNDTRIP&cl=ECONOMY&ad=1&se=0&ch=0&infs=0&infl=0,2025-08-27T04:42:47.4876508Z,2025-08-27T04:42:53.5254352Z,ok,6.037518,0,30
HtmlDownloader,www.cheapoair.com,https://www.cheapoair.com/air/listing?&d1=DXB&r1=LON&dt1=09/01/2025&dtype1=A&rtype1=C&d2=LON&r2=DXB&dt2=10/31/2025&dtype2=C&rtype2=A&tripType=ROUNDTRIP&cl=ECONOMY&ad=1&se=0&ch=0&infs=0&infl=0,2025-08-27T04:42:53.5323273Z,2025-08-27T04:42:59.5504910Z,ok,6.0185972,0,30
HtmlDownloader,www.cheapoair.com,https://www.cheapoair.com/air/listing?&d1=DXB&r1=NYC&dt1=09/01/2025&dtype1=A&rtype1=C&d2=NYC&r2=DXB&dt2=10/31/2025&dtype2=C&rtype2=A&tripType=ROUNDTRIP&cl=ECONOMY&ad=1&se=0&ch=0&infs=0&infl=0,2025-08-27T04:42:59.5724204Z,2025-08-27T04:43:05.5890906Z,ok,6.0172955,0,30
HtmlDownloader,www.farecompare.com,https://www.farecompare.com/flights/Chicago-CHI/Dallas-Fort_Worth-DFW/market.html,2025-08-27T04:43:05.5961070Z,2025-08-27T04:43:11.6401798Z,ok,6.0441562,0,30
HtmlDownloader,www.farecompare.com,https://www.farecompare.com/flights/Chicago-CHI/New_York-NYC/market.html,2025-08-27T04:43:11.6471950Z,2025-08-27T04:43:17.6874702Z,ok,6.0403601,0,30
HtmlDownloader,www.farecompare.com,https://www.farecompare.com/flights/Chicago-CHI/Las_Vegas-LAS/market.html,2025-08-27T04:43:17.6934692Z,2025-08-27T04:43:23.7540647Z,ok,6.0608299,0,30
HtmlDownloader,www.farecompare.com,https://www.farecompare.com/flights/Chicago-CHI/Los_Angeles-LAX/market.html,2025-08-27T04:43:23.7600801Z,2025-08-27T04:43:29.7970134Z,ok,6.0371678,0,30
HtmlDownloader,www.farecompare.com,https://www.farecompare.com/flights/Chicago-CHI/Orlando-ORL/market.html,2025-08-27T04:43:29.8069330Z,2025-08-27T04:43:35.8424916Z,ok,6.036197,0,30
HtmlDownloader,www.farecompare.com,https://www.farecompare.com/flights/Chicago-CHI/Austin-AUS/market.html,2025-08-27T04:43:35.8494907Z,2025-08-27T04:43:41.9131758Z,ok,6.0640137,0,30
HtmlDownloader,www.farecompare.com,https://www.farecompare.com/flights/Chicago-CHI/Atlanta-ATL/market.html,2025-08-27T04:43:41.9191454Z,2025-08-27T04:43:47.9741458Z,ok,6.0545947,0,30
HtmlDownloader,www.farecompare.com,https://www.farecompare.com/flights/Chicago-CHI/San_Antonio-SAT/market.html,2025-08-27T04:43:47.9801670Z,2025-08-27T04:43:54.0204500Z,ok,6.0399465,0,30
HtmlDownloader,www.farecompare.com,https://www.farecompare.com/flights/Chicago-CHI/Denver-DEN/market.html,2025-08-27T04:43:54.0274065Z,2025-08-27T04:44:00.0899377Z,ok,6.0628345,0,30
HtmlDownloader,www.farecompare.com,https://www.farecompare.com/flights/Chicago-CHI/New_Orleans-MSY/market.html,2025-08-27T04:44:00.0959051Z,2025-08-27T04:44:06.1351785Z,ok,6.0388791,0,30
HtmlDownloader,www.vn.kayak.com,https://www.vn.kayak.com/flights/HKG-MAD/2025-09-09/2025-09-30?ucs=49awwa&sort=bestflight_a,2025-08-27T04:44:06.1411913Z,2025-08-27T04:44:12.4734319Z,ok,6.3318209,0,30
HtmlDownloader,www.vn.kayak.com,https://www.vn.kayak.com/flights/HKG-SEL/2025-09-09/2025-09-30?fs=fdDir=false&ucs=49awwa&sort=bestflight_a,2025-08-27T04:44:12.4794439Z,2025-08-27T04:44:18.7635672Z,ok,6.2840211,0,30
HtmlDownloader,www.vn.kayak.com,https://www.vn.kayak.com/flights/SIN-SHA/2025-09-09/2025-09-30?fs=fdDir=false&ucs=49awwa&sort=bestflight_a,2025-08-27T04:44:18.7705668Z,2025-08-27T04:44:25.0688601Z,ok,6.2983505,0,30
HtmlDownloader,www.vn.kayak.com,https://www.vn.kayak.com/flights/BKK-SHA/2025-09-09/2025-09-30?fs=fdDir=false&ucs=49awwa&sort=bestflight_a,2025-08-27T04:44:25.0758597Z,2025-08-27T04:44:31.3864504Z,ok,6.3113189,0,30
HtmlDownloader,www.vn.kayak.com,https://www.vn.kayak.com/flights/BKK-PAR/2025-09-09/2025-09-30?fs=fdDir=false&ucs=49awwa&sort=bestflight_a,2025-08-27T04:44:31.3964116Z,2025-08-27T04:44:37.7006619Z,ok,6.3048259,0,30
HtmlDownloader,www.vn.kayak.com,https://www.vn.kayak.com/flights/HAN-PAR/2025-09-09/2025-09-30?fs=fdDir=false&ucs=49awwa&sort=bestflight_a,2025-08-27T04:44:37.7076252Z,2025-08-27T04:44:44.0726369Z,ok,6.3647423,0,30
HtmlDownloader,www.vn.kayak.com,"https://www.vn.kayak.com/flights/HAN-PAR,TYO/2025-09-09/2025-09-30?fs=fdDir=false&ucs=49awwa&sort=bestflight_a",2025-08-27T04:44:44.0806339Z,2025-08-27T04:44:50.2927438Z,ok,6.2120662,0,30
HtmlDownloader,www.vn.kayak.com,"https://www.vn.kayak.com/flights/FRA-PAR,TYO/2025-09-09/2025-09-30?fs=fdDir=false&ucs=49awwa&sort=bestflight_a",2025-08-27T04:44:50.3007187Z,2025-08-27T04:44:56.4834782Z,ok,6.1822665,0,30
HtmlDownloader,www.vn.kayak.com,https://www.vn.kayak.com/flights/FRA-NYC/2025-09-09/2025-09-30?fs=fdDir=false&ucs=49awwa&sort=bestflight_a,2025-08-27T04:44:56.4925105Z,2025-08-27T04:45:02.7778707Z,ok,6.2852374,0,30
HtmlDownloader,www.vn.kayak.com,"https://www.vn.kayak.com/flights/FRA,NYC-DXB/2025-09-09/2025-09-30?fs=fdDir=false&ucs=49awwa&sort=bestflight_a",2025-08-27T04:45:02.7848717Z,2025-08-27T04:45:08.9515228Z,ok,6.1662478,0,30
HtmlDownloader,www.gotogate.com,https://www.gotogate.com/rf/result?selectionKey=CX636-27Aug25-M_CX739-02Sep25-Q%2C13x3818,2025-08-27T04:45:08.9584892Z,2025-08-27T04:45:14.9763370Z,ok,6.0179628,0,30
HtmlDownloader,www.gotogate.com,https://www.gotogate.com/rf/result?selectionKey=ZG54-27Aug25-Q_TR809-02Sep25-T%2C12fo8jv,2025-08-27T04:45:14.9843260Z,2025-08-27T04:45:21.0050876Z,ok,6.0211124,0,30
HtmlDownloader,www.gotogate.com,https://www.gotogate.com/rf/result?selectionKey=ZG16-27Aug25-R_NK2371-27Aug25-Y_AC8941-02Sep25-K_AC5-02Sep25-K%2C6u8x9o,2025-08-27T04:45:21.0171071Z,2025-08-27T04:45:27.0412792Z,ok,6.0244532,0,30
HtmlDownloader,www.gotogate.com,https://www.gotogate.com/rf/result?selectionKey=ZG26-27Aug25-R_ZG25-02Sep25-R%2C104agwi,2025-08-27T04:45:27.0512886Z,2025-08-27T04:45:33.0748565Z,ok,6.0233076,0,30
HtmlDownloader,www.gotogate.com,https://www.gotogate.com/rf/result?selectionKey=BF726-27Aug25-O_N0302-02Sep25-Q%2C12ln5f4,2025-08-27T04:45:33.0838801Z,2025-08-27T04:45:39.1019434Z,ok,6.0183816,0,30
HtmlDownloader,www.gotogate.com,https://www.gotogate.com/rf/result?selectionKey=U28402-27Aug25-Y_U22437-02Sep25-Y%2C174p8s6,2025-08-27T04:45:39.1138751Z,2025-08-27T04:45:45.1556543Z,ok,6.0421862,0,30
HtmlDownloader,www.gotogate.com,https://www.gotogate.com/rf/result?selectionKey=AS474-27Aug25-X_AS1005-27Aug25-X_AS3490-02Sep25-X_AS737-02Sep25-X%2Cjn4tgz,2025-08-27T04:45:45.1645450Z,2025-08-27T04:45:51.1814776Z,ok,6.0168194,0,30
HtmlDownloader,www.gotogate.com,https://www.gotogate.com/rf/result?selectionKey=FI451-27Aug25-H_FI623-27Aug25-H_FI618-02Sep25-O_FI472-03Sep25-O%2C8wi007,2025-08-27T04:45:51.2055048Z,2025-08-27T04:45:57.2231244Z,ok,6.0177433,0,30
HtmlDownloader,www.gotogate.com,https://www.gotogate.com/rf/result?selectionKey=QR756-27Aug25-Q_QR1014-28Aug25-Q_QR1003-02Sep25-Q_QR755-02Sep25-Q%2Cleqf63,2025-08-27T04:45:57.2299878Z,2025-08-27T04:46:03.2489362Z,ok,6.0192125,0,30
HtmlDownloader,www.gotogate.com,https://www.gotogate.com/rf/result?selectionKey=QR756-27Aug25-Q_QR1018-28Aug25-Q_QR1003-02Sep25-Q_QR755-02Sep25-Q%2Cllwvnz,2025-08-27T04:46:03.2588554Z,2025-08-27T04:46:09.2775342Z,ok,6.018595,0,30
HtmlDownloader,www.tripadvisor.com,https://www.tripadvisor.com/Hotel_Review-g187791-d9732958-Reviews-Casa_Mia_in_Trastevere-Rome_Lazio.html?spAttributionToken=MzEwNjEwOTc,2025-08-27T04:46:09.2874541Z,2025-08-27T04:46:15.4159052Z,ok,6.1283627,0,30
HtmlDownloader,www.tripadvisor.com,https://www.tripadvisor.com/Hotel_Review-g187791-d205831-Reviews-Hotel_Cortina-Rome_Lazio.html,2025-08-27T04:46:15.4219028Z,2025-08-27T04:46:21.5565693Z,ok,6.1341485,0,30
HtmlDownloader,www.tripadvisor.com,https://www.tripadvisor.com/Hotel_Review-g187791-d21501108-Reviews-Hotel_Villa_Pamphili_Roma-Rome_Lazio.html,2025-08-27T04:46:21.5635024Z,2025-08-27T04:46:27.7213552Z,ok,6.1579233,0,30
HtmlDownloader,www.tripadvisor.com,https://www.tripadvisor.com/Hotel_Review-g187791-d236134-Reviews-Hotel_Abruzzi-Rome_Lazio.html,2025-08-27T04:46:27.7283559Z,2025-08-27T04:46:33.8876926Z,ok,6.1599339,0,30
HtmlDownloader,www.tripadvisor.com,https://www.tripadvisor.com/Hotel_Review-g187791-d231290-Reviews-Dharma_Style_Hotel_Spa-Rome_Lazio.html,2025-08-27T04:46:33.8947183Z,2025-08-27T04:46:40.0593790Z,ok,6.1645353,0,30
HtmlDownloader,www.tripadvisor.com,https://www.tripadvisor.com/Hotel_Review-g187791-d531936-Reviews-Argentina_Residenza_Style_Hotel-Rome_Lazio.html,2025-08-27T04:46:40.0693784Z,2025-08-27T04:46:46.2258124Z,ok,6.1563037,0,30
HtmlDownloader,www.tripadvisor.com,https://www.tripadvisor.com/Hotel_Review-g187791-d656857-Reviews-Hotel_Romanico_Palace-Rome_Lazio.html?spAttributionToken=MzEwNjA4Nzk,2025-08-27T04:46:46.2378492Z,2025-08-27T04:46:52.4111630Z,ok,6.1736877,0,30
HtmlDownloader,www.tripadvisor.com,https://www.tripadvisor.com/Hotel_Review-g187791-d7619756-Reviews-The_Fifteen_Keys_Hotel-Rome_Lazio.html,2025-08-27T04:46:52.4181413Z,2025-08-27T04:46:58.5550046Z,ok,6.1369897,0,30
HtmlDownloader,www.tripadvisor.com,https://www.tripadvisor.com/Hotel_Review-g187791-d10319203-Reviews-Glam_Hotel-Rome_Lazio.html,2025-08-27T04:46:58.5620044Z,2025-08-27T04:47:04.7090214Z,ok,6.1473263,0,30
HtmlDownloader,www.tripadvisor.com,https://www.tripadvisor.com/Hotel_Review-g187791-d650621-Reviews-Yes_Hotel_Boutique_Hotel_Rome-Rome_Lazio.html,2025-08-27T04:47:04.7209738Z,2025-08-27T04:47:10.9137115Z,ok,6.1930811,0,30
HtmlDownloader,www.agoda.com,"https://www.agoda.com/travelodge-by-wyndham-lax-south/hotel/los-angeles-ca-us.html?countryId=181&finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2025-07-31&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=-1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=16,8&los=1&searchrequestid=1c054b3c-71c5-4077-af83-4e35c1a5f4d1",2025-08-27T04:47:10.9207138Z,2025-08-27T04:47:16.9352114Z,too_short,6.0143991,0,30
HtmlDownloader,www.agoda.com,"https://www.agoda.com/hilton-los-angeles-airport/hotel/los-angeles-ca-us.html?countryId=181&finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2025-07-31&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=-1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=16,8&los=1&searchrequestid=1c054b3c-71c5-4077-af83-4e35c1a5f4d1",2025-08-27T04:47:16.9422088Z,2025-08-27T04:47:22.9700421Z,too_short,6.0276252,0,30
HtmlDownloader,www.agoda.com,https://www.agoda.com/ramada-by-wyndham-hawthorne-lax/hotel/los-angeles-ca-us.html?countryId=181&finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2025-07-31&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=-1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=1c054b3c-71c5-4077-af83-4e35c1a5f4d1,2025-08-27T04:47:22.9770097Z,2025-08-27T04:47:29.0148086Z,too_short,6.0371108,0,30
HtmlDownloader,www.agoda.com,https://www.agoda.com/hyatt-regency-long-beach_7/hotel/los-angeles-ca-us.html?countryId=181&finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2025-07-31&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=-1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&los=1&searchrequestid=1c054b3c-71c5-4077-af83-4e35c1a5f4d1,2025-08-27T04:47:29.0217719Z,2025-08-27T04:47:35.3785773Z,ok,6.3569426,0,30
HtmlDownloader,www.agoda.com,https://www.agoda.com/hyatt-regency-los-angeles-international-airport/hotel/los-angeles-ca-us.html?countryId=181&finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2025-07-31&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=-1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=16&los=1&searchrequestid=1c054b3c-71c5-4077-af83-4e35c1a5f4d1,2025-08-27T04:47:35.3855753Z,2025-08-27T04:47:41.4063379Z,too_short,6.0204182,0,30
HtmlDownloader,www.agoda.com,"https://www.agoda.com/holiday-inn-los-angeles-lax-airport/hotel/los-angeles-ca-us.html?countryId=181&finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2025-07-31&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=-1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=16,8&los=1&searchrequestid=1c054b3c-71c5-4077-af83-4e35c1a5f4d1",2025-08-27T04:47:41.4133379Z,2025-08-27T04:47:47.4375017Z,too_short,6.0238553,0,30
HtmlDownloader,www.agoda.com,https://www.agoda.com/green-homestay/hotel/los-angeles-ca-us.html?countryId=181&finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2025-07-31&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=-1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=3&los=1&searchrequestid=1c054b3c-71c5-4077-af83-4e35c1a5f4d1,2025-08-27T04:47:47.4445068Z,2025-08-27T04:47:53.7484058Z,ok,6.3035924,0,30
HtmlDownloader,www.agoda.com,"https://www.agoda.com/kings-inn-anaheim-at-the-park-convention-center/hotel/los-angeles-ca-us.html?countryId=181&finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2025-07-31&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=-1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=1,16,8&los=1&searchrequestid=1c054b3c-71c5-4077-af83-4e35c1a5f4d1",2025-08-27T04:47:53.7563614Z,2025-08-27T04:47:59.7849358Z,too_short,6.028683,0,30
HtmlDownloader,www.agoda.com,https://www.agoda.com/hyatt-place-lax-century-blvd/hotel/los-angeles-ca-us.html?countryId=181&finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2025-07-31&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=-1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=16&los=1&searchrequestid=1c054b3c-71c5-4077-af83-4e35c1a5f4d1,2025-08-27T04:47:59.7949294Z,2025-08-27T04:48:05.8122670Z,too_short,6.0175115,0,30
HtmlDownloader,www.agoda.com,"https://www.agoda.com/freehand-los-angeles_4/hotel/los-angeles-ca-us.html?countryId=181&finalPriceView=1&isShowMobileAppPrice=false&cid=-1&numberOfBedrooms=&familyMode=false&adults=1&children=0&rooms=1&maxRooms=0&checkIn=2025-07-31&isCalendarCallout=false&childAges=&numberOfGuest=0&missingChildAges=false&travellerType=-1&showReviewSubmissionEntry=false&currencyCode=VND&isFreeOccSearch=false&tspTypes=7,4,16&los=1&searchrequestid=1c054b3c-71c5-4077-af83-4e35c1a5f4d1",2025-08-27T04:48:05.8212999Z,2025-08-27T04:48:11.8542553Z,too_short,6.0332204,0,30
HtmlDownloader,www.kayak.com,"https://www.kayak.com/hotels/Crowne-Plaza-Bangkok-Lumpini-Park,Bangkok-p18056-h7278-details/2025-06-15/2025-08-31/2adults?psid=jGFkRx5AIy&pm=nightly-total",2025-08-27T04:48:11.8642518Z,2025-08-27T04:48:18.0910865Z,ok,6.2267171,0,30
HtmlDownloader,www.kayak.com,"https://www.kayak.com/hotels/Holiday-Inn-Express-Bangkok-Soi-Soonvijai,Bangkok-p18056-h3500140-details/2025-06-15/2025-08-31/2adults?psid=jGFkRx5AIy&pm=nightly-total",2025-08-27T04:48:18.0980811Z,2025-08-27T04:48:24.2762931Z,ok,6.1777453,0,30
HtmlDownloader,www.kayak.com,"https://www.kayak.com/hotels/Eastin-Grand-Hotel-Sathorn,Bangkok-p18056-h629844-details/2025-06-15/2025-08-31/2adults?psid=jGFkRx5AIy&pm=nightly-total",2025-08-27T04:48:24.2833299Z,2025-08-27T04:48:30.4605235Z,ok,6.1769756,0,30
HtmlDownloader,www.kayak.com,"https://www.kayak.com/hotels/Holiday-Inn-Express-Bangkok-Sukhumvit-11,Bangkok-p18056-h2226979-details/2025-06-15/2025-08-31/2adults?psid=jGFkRx5AIy&pm=nightly-total",2025-08-27T04:48:30.4705450Z,2025-08-27T04:48:36.6314685Z,ok,6.1605412,0,30
HtmlDownloader,www.kayak.com,"https://www.kayak.com/hotels/Hotel-Indigo-Bangkok-Wireless-Road,Bangkok-p18056-h2217986-details/2025-06-15/2025-08-31/2adults?psid=jGFkRx5AIy&pm=nightly-total",2025-08-27T04:48:36.6384642Z,2025-08-27T04:48:42.8491014Z,ok,6.2100807,0,30
HtmlDownloader,www.kayak.com,"https://www.kayak.com/hotels/Holiday-Inn-Express-Bangkok-Siam,Bangkok-p18056-h442866-details/2025-06-15/2025-08-31/2adults?psid=jGFkRx5AIy&pm=nightly-total",2025-08-27T04:48:42.8561180Z,2025-08-27T04:48:49.0124111Z,ok,6.1556177,0,30
